Landmark,Alternate Names,Construction,Destruction,Maps Photo Should Appear on,Construction or Demolition Notes,Manner of Destruction,Test Photo File Name,Image File Name,Image Type,Year of Image,Use Image?,Usage notes,Image Download Location,Image Credit at Download Location,Download URL,Description,X Location,Y Location,Notes,Alternate Image 1 File Name,Alternate Image 1 Image Type,Year of Alternate Image 1,Use Alternate Image 1?,Alternate Image 1 Usage Notes,Alternate Image 1 Download Location,Alternate Image 1 Credit at Download Location,Alternate Image 1 Download URL,Alternate Image 2 File Name,Alternate Image 2 Image Type,Year of Alternate Image 2,Use Alternate Image 2?,Alternate Image 2 Usage Notes,Alternate Image 2 Download Location,Alternate Image 2 Credit at Download Location,Alternate Image 2 Download URL,x,y
Wharton School,,"1905",,"1929, 1952",,demolished,testimage2.png,wharton-school-ca1950.jpg,photo,ca 1950,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/5898/rec/205,,,,db todd & underwood,,,,,,,,,,,,,,,,,,
Windsor,,"1820",,"1871",,assumed demolished,testimage3.png,windsor-1940.png,photo,"1940",,,LoC,,https://www.loc.gov/resource/hhh.tn0044.photos/?sp=1,,,,,,,,,,,,,,,,,,,,,,
Women's Building,,ca 1891?,"1965","1903, 1929, 1952",,burned,testimage4.png,womens-building-ca1916.jpg,photo,,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/759/rec/602,,,,Opened 1891,,,,,,,,,,,,,,,,,,
Werthan Mills,Tennessee manufacturing,"1871",extant,"1871, 1903, 1929, 1952",,,testimage2.png,werthan-mills-1970.jpg,photo,"1970",yes,"1928 or later, copyright uncertain",TSLA,Jack E. Boucher,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3769,"The Werthan Bag or Werthan Mills complex was mostly built between 1869 and 1890 by the Tennessee Manufacturing Company, a maker of cotton goods. Warioto Cotton Mills bought the property in 1905 and sold it two years later to Morgan and Hamilton, who kept the Warioto name into the 1920s. The factory was known as Warioto Mills during this period. In 1925 Morgan and Hamilton/Warioto Mills was the second-largest manufacturer of cotton bags in the country. In 1928 Morgan and Hamilton merged with the Werthan Bag Company, with the combined company taking the Werthan name and using the 8th Avenue North complex. By 1998 manufacturing activity had moved to 5th Avenue North, and in 2010 the business moved again to White House, Tennessee. Meanwhile, the old factory buildings on 8th Avenue North were converted into condos and retail space.","4837","5183",,werthan-mills-1875.jpg,illustration,"1875",yes,before 1928,Metro Archives,,http://nashvillearchives.org/business-photos.html#prettyPhoto,,,,,,,,,50.173552,47.881235
Woodland Street Bridge (2nd),,"1867","1886","1871",,demolished,testimage1.png,woodland-street-bridge-2nd-1.jpg,photo,,yes,before 1928,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3011,"The second bridge at Woodland Street, a suspension bridge, replaced the bridge destroyed by retreating Confederate soldiers in February 1862. It reused the piers from the earlier bridge and like its predecessor, it was a toll bridge. In 1882, in response to complaints about the tolls, city and county governments purchased the bridge from the Broad Street Bridge Company and removed the tolls. Four years later the suuspension bridge was replaced by a stronger truss bridge.","5170","5438",,woodland-street-bridge-2nd-2.jpg,photo,,yes,before 1928,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3011,,,,,,,,,53.575248,45.287616
Woodlawn,,"1822",extant,"1871, 1903, 1929, 1952",,,testimage3.png,woodlawn.jpg,photo,,,,Wikipedia,,"https://en.wikipedia.org/wiki/Woodlawn_(Nashville,_Tennessee)",,,,127 Woodmont Blvd.,,,,,,,,,,,,,,,,,,
Woodmont School,,"1931","1986","1952",,demolished,testimage4.png,woodmont-school-1934.jpg,photo,"1934",,,Metro Archives,,http://nashvillearchives.org/schools-photos.html,,,,,,,,,,,,,,,,,,,,,,
YMCA Building (2nd),,"1912",Late 1960s,"1929, 1952",,,testimage2.png,ymca-building-2nd-1.jpg,photo,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=28021,,,,,ymca-building-2nd-2.jpg,,,,,CityInk,,https://cityink.com/profiles-in-excellence/ymca-of-middle-tennessee/,ymca-building-2nd-ca1912.jpg,,ca 1912,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/2286/rec/597,,
Planters Hotel,,,,"1871",,,testimage3.png,young-home-1894.jpg,photo,1860s,yes,,LoC,,https://www.loc.gov/resource/ppmsca.33754/,,,,83 North Summer Street,,,,,,,,,,,,,,,,,,
Young Home,,,,,,,testimage4.png,young-home-1894.jpg,photo,"1894",yes,,Nashville History on Facebook,Artwork of Nashville,https://www.facebook.com/nashvillehistory/photos/bc.AboYbv7l1nI7bYPsXtYdsJuhkOGVyHQOQPunn-4-El0L7fFKx7_P_n5A8b1WpDRGyZXSMNZLFngC-bM6N5mJO2pN4ARFi07xe0vQ4QGNyJsZcawMC8Xpm7DG9rFnhWSYk-FOPEiBAPvppQynwvORuTzX/781195238743052/?opaqueCursor=AbqLf7eFV2sxzdZSNScQH7zqajD3WBo5tAzlWAn6PfwEdHoTefC-QVpOxcrfhVXcPTSYdJZJkMOdesyvOhE5L1dzA0nmBtVla7Q43a_Ikj2MDDY6B1cHpcy7t0prFOPkxve95KQeNNelderDN4ptQwUaK2_qYoAiHzRpAqE54gHvKVv1EdWL0eEKaGcw2lZb-RyzIJKGHbyEKzfjiz7VIe0xEdqOEDksP3pK_113odFA1gAWUxchlvOzBfmNVJsU6L-UJIMjrqjGmzMvTA4gZJosvvEoz7q8FGPPbLV_Hua2QDw1DozmawQSMoF7pIjEHt_fIVk9CdwvjL8ULZ7RO3tROCWC52cgs69hMpGqM-dz-iYxnpOn75ziDsK70z-5IGbVP87At7zI6Qyap09SVo60d7Ay_s1kNniuJLCc283QJFUzUwaJJi9g_297ir14nrZCgEgxQDIDDWenjppPfI37iMShhZZpRgE5qcvSLNZh9040W_XMIqRQZiX8P9-xWBa3FfYZylt0Oaqli1M-0FZBdju63w4GHhFRei3RAUNbawBPz6ZfTiv3qv6sEesk1hyOzNmMunols-hUlOOSiO_tBQAiw_79oChRb_FyGbgzCw,,,,,,,,,,,,,,,,,,,,,,
Abner T. Shaw House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acme Farm Supply Building,,"1890",extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airdrie,"Petway House, Buell-King House","1808",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Ewing House,,"1821",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alumni Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Russell Cole Auditorium,,"1894",extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodland Street Bridge (3rd),,"1886","1964","1903, 1929, 1952",,demolished,testimage2.png,woodland-street-bridge-3rd-1886.jpg,photo,"1886",yes,before 1928,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=13355,The third Woodland Street Bridge was a steel-truss bridge. It was built atop new piers and featured separate roadways.,"5176","5435",,,,,,,,,,,,,,,,,,53.636394,45.318348
Beech Grove,,circa 1850,extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belle Meade Apartments,,"1917",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belle Vue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benajah Gray Log House,,"1805",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berger Building,,"1926",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buchanan Log House,,"1808",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buchanan-Harding House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush-Herbert Building,,,extant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cane Ridge Cumberland Presbyterian Church,,"1859",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capers C.M.E. Church,,"1925",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartwright-Moss House,,circa 1815,extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castner-Knott Building,,"1906",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedarwood,,"1835",extant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheatham Building,,,extant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Church of the Assumption,,"1858",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole House,,,extant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cummins Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon Farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dozier Farmhouse,Cliffview Farmhouse,"1842",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Cleo Miller House,Ivy Hall,"1936",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Cobb Pilcher House,,"1936",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Richard and Mrs. Margaret Martin House,,"1956",extant,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubuisson-Neuhoff House,,"1939",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Nashville Junior High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliott School,,"1873",extant,"1903, 1929, 1952",,,testimage2.png,,,,,,,,,,,,originally built in 1873 and updated in 1916 as Elliott School,,,,,,,,,,,,,,,,,,
Ellis Service Station Garage,,"1929",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elm Street Methodist Church,,"1871",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estes Kefauver Federal Building,,"1952",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Bank of Atlanta,,,extant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Hall No. 1,,"1936",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Baptist Church East Nashville,,"1928",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisk University Carnegie Library,,"1909",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Mansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone Apartments,,"1923",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grassmere, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guildford Dudley, Sr. and Anne Dallas House",,"1928",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home for Aged Masons,,"1915",extant,"1929, 1952",,,testimage2.png,,,,no,,Wikipedia,"Sandy L Wilson
Creative Commons Attribution-Share Alike 3.0 Unported li",https://en.wikipedia.org/wiki/Home_for_Aged_Masons,More research,,,,,,,,,,,,,,,,,,,,,
House of David Recording Studio Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hows-Madden House,,"1830",extant,"1871, 1903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard House,,"1921",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugh Cathcart Thompson House,,"1889",extant,"1903, 1929, 1952",,,testimage4.png,,,,,,,,,,,,1201 Holly Street,,,,,,,,,,,,,,,,,,
Hulda Margaret Lyttle Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hynes School,,circa 1857,,,,,,,,,,,,,,,,,"In the year 1856 the lot on the corner of Summer and Line Streets was purchased with proceeds of property donated by Col. Andrew Hynes, and a building erected upon it was called by his name.",,,,,,,,,,,,,,,,,,
ire Hall for Engine Company No. 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James A. Cayce Administration Service Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Geddes Engine Company No. 6,,"1885",extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Robertson Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Geist and Sons Blacksmith Shop and House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon Road Stone Arch Bridge,,"1888",extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindsley Avenue Church of Christ,,"1894",extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Sisters of the Poor Home (2nd,,"1917",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longleat,,"1932",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longview,,,,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCrory-Mayfield House,,"1798",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGavock-Gatewood-Webb House,,"1840",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mechanical Engineering Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles House,,,extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Edward B. Craig House,,"1935",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashville Christian Institute Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newsom's Mill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oglesby School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Hickory Methodist Church,,"1929",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"P. D. Houston, Jr., House",,"1941",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pearl High School, 3rd",,"1937",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primitive Baptist Church,,"1850",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Ranch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCA Studio B,,"1956",extant,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCA Victor Studios Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich-Schwartz Building,,circa 1930,extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard E. Martin House,,"1931",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richland Hall,,"1894",extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Chadwell House,,circa 1874,extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robincroft,,"1908",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rthur J. Dyer Observatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savage House,,circa 1855,extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith Farmhouse,,circa 1820,extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith-Carter House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Methodist Publishing House,,"1906",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. Ann's Episcopal Church, 1st",,"1882","1998","1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Mary's Catholic Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Patrick's Catholic Church and Rectory,,"1890",extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Hall,,"1918",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyside,,circa 1845,extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee State Library and Archives,,"1953",extant,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third Baptist Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas P. Kennedy, Jr., House",,"1937",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas W. Phillips Memorial,,"1956",extant,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolley Car Barns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Naval Reserve Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Post Office-Old Hickory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utopia Hotel,,"1891",extant,"1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weakley-Truett-Clark House,,"1802",extant,"1871, 1903, 1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West End High School,,"1937",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilkinson House,,"1932",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman's Club of Nashville ,J.B. Daniel House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodmont Terrace Apartments,,"1939",extant,"1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young Women's Christian Association Building,,"1911",extant,"1929, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
